cdl,state,cdl_a,cdl_b,plant_begin_a,plant_begin_active_begin_a,plant_begin_active_end_a,plant_end_a,harvest_begin_a,harvest_begin_active_begin_a,harvest_begin_active_end_a,harvest_end_a,plant_begin_b,plant_begin_active_begin_b,plant_begin_active_end_b,plant_end_b,harvest_begin_b,harvest_begin_active_begin_b,harvest_begin_active_end_b,harvest_end_b
34,NY,,,11-Apr,26-Apr,3-May,18-May,1-Jun,10-Jun,29-Jun,19-Jul,,,,,,,,
34,NC,,,19-Apr,28-Apr,13-May,24-May,31-May,18-Jun,1-Jul,17-Jul,,,,,,,,
34,ND,,,15-Apr,1-May,20-May,7-Jun,19-Jun,27-Jun,17-Jul,6-Aug,,,,,,,,
34,OH,,,12-Apr,28-Apr,6-May,20-May,31-May,9-Jun,17-Jun,24-Jun,,,,,,,,
34,OK,,,18-Apr,28-Apr,16-May,27-May,14-Jun,28-Jun,7-Jul,21-Jul,,,,,,,,
34,OR,,,13-Apr,2-May,22-May,11-Jun,29-Jun,13-Jul,24-Jul,2-Aug,,,,,,,,
34,PA,,,16-Apr,26-Apr,15-May,26-May,11-Jun,21-Jun,11-Jul,30-Jul,,,,,,,,
34,RI,,,12-Apr,26-Apr,16-May,27-May,13-Jun,28-Jun,7-Jul,21-Jul,,,,,,,,
34,SC,,,14-Apr,25-Apr,6-May,18-May,2-Jun,13-Jun,2-Jul,15-Jul,,,,,,,,
34,SD,,,21-Apr,2-May,9-May,27-May,12-Jun,21-Jun,2-Jul,19-Jul,,,,,,,,
34,TN,,,12-Apr,22-Apr,9-May,22-May,5-Jun,19-Jun,9-Jul,18-Jul,,,,,,,,
34,TX,,,19-Apr,5-May,21-May,31-May,17-Jun,6-Jul,14-Jul,30-Jul,,,,,,,,
34,UT,,,12-Apr,1-May,12-May,28-May,8-Jun,22-Jun,3-Jul,18-Jul,,,,,,,,
34,VT,,,17-Apr,28-Apr,15-May,26-May,2-Jun,11-Jun,26-Jun,9-Jul,,,,,,,,
34,VA,,,18-Apr,2-May,19-May,27-May,6-Jun,26-Jun,12-Jul,21-Jul,,,,,,,,
34,WA,,,12-Apr,25-Apr,8-May,17-May,24-May,13-Jun,22-Jun,6-Jul,,,,,,,,
34,WV,,,12-Apr,1-May,17-May,31-May,13-Jun,1-Jul,18-Jul,31-Jul,,,,,,,,
34,WI,,,21-Apr,4-May,16-May,27-May,6-Jun,25-Jun,8-Jul,28-Jul,,,,,,,,
34,WY,,,8-Apr,22-Apr,7-May,23-May,8-Jun,28-Jun,6-Jul,20-Jul,,,,,,,,
35,AL,,,8-Apr,19-Apr,6-May,16-May,26-May,7-Jun,20-Jun,27-Jun,,,,,,,,
35,AZ,,,18-Apr,6-May,17-May,30-May,9-Jun,25-Jun,9-Jul,25-Jul,,,,,,,,
35,AR,,,16-Apr,5-May,15-May,27-May,3-Jun,20-Jun,8-Jul,20-Jul,,,,,,,,
35,CA,,,8-Apr,19-Apr,2-May,22-May,29-May,6-Jun,25-Jun,10-Jul,,,,,,,,
35,CO,,,14-Apr,1-May,13-May,24-May,11-Jun,1-Jul,11-Jul,21-Jul,,,,,,,,
35,CT,,,20-Apr,28-Apr,6-May,14-May,24-May,31-May,8-Jun,25-Jun,,,,,,,,
35,DE,,,8-Apr,25-Apr,11-May,26-May,12-Jun,27-Jun,16-Jul,3-Aug,,,,,,,,
35,FL,,,14-Apr,4-May,13-May,21-May,28-May,14-Jun,22-Jun,9-Jul,,,,,,,,
35,GA,,,10-Apr,27-Apr,6-May,20-May,31-May,9-Jun,26-Jun,16-Jul,,,,,,,,
35,ID,,,16-Apr,29-Apr,16-May,3-Jun,17-Jun,1-Jul,9-Jul,25-Jul,,,,,,,,
35,IL,,,8-Apr,17-Apr,27-Apr,17-May,26-May,14-Jun,25-Jun,12-Jul,,,,,,,,
35,IN,,,11-Apr,19-Apr,4-May,20-May,3-Jun,16-Jun,28-Jun,6-Jul,,,,,,,,
35,IA,,,16-Apr,5-May,16-May,25-May,4-Jun,15-Jun,2-Jul,19-Jul,,,,,,,,
35,KS,,,14-Apr,27-Apr,9-May,21-May,4-Jun,18-Jun,26-Jun,8-Jul,,,,,,,,
35,KY,,,10-Apr,19-Apr,28-Apr,15-May,22-May,7-Jun,16-Jun,23-Jun,,,,,,,,
35,LA,,,11-Apr,18-Apr,2-May,12-May,31-May,12-Jun,22-Jun,5-Jul,,,,,,,,
35,ME,,,14-Apr,30-Apr,14-May,29-May,18-Jun,28-Jun,13-Jul,29-Jul,,,,,,,,
35,MD,,,10-Apr,23-Apr,4-May,24-May,5-Jun,23-Jun,30-Jun,7-Jul,,,,,,,,
35,MA,,,12-Apr,27-Apr,14-May,28-May,5-Jun,14-Jun,4-Jul,11-Jul,,,,,,,,
35,MI,,,8-Apr,24-Apr,3-May,14-May,31-May,11-Jun,21-Jun,1-Jul,,,,,,,,
35,MN,,,10-Apr,22-Apr,3-May,16-May,29-May,6-Jun,14-Jun,21-Jun,,,,,,,,
35,MS,,,19-Apr,30-Apr,7-May,23-May,30-May,12-Jun,29-Jun,9-Jul,,,,,,,,
35,MO,,,14-Apr,2-May,12-May,24-May,4-Jun,15-Jun,28-Jun,9-Jul,,,,,,,,
35,MT,,,18-Apr,6-May,13-May,30-May,9-Jun,16-Jun,4-Jul,24-Jul,,,,,,,,
35,NE,,,11-Apr,27-Apr,10-May,26-May,2-Jun,18-Jun,4-Jul,20-Jul,,,,,,,,
35,NV,,,12-Apr,21-Apr,7-May,25-May,11-Jun,28-Jun,9-Jul,21-Jul,,,,,,,,
35,NH,,,15-Apr,5-May,18-May,31-May,8-Jun,22-Jun,9-Jul,27-Jul,,,,,,,,
35,NJ,,,16-Apr,25-Apr,3-May,14-May,21-May,4-Jun,21-Jun,11-Jul,,,,,,,,
35,NM,,,11-Apr,30-Apr,19-May,3-Jun,11-Jun,26-Jun,12-Jul,27-Jul,,,,,,,,
35,NY,,,13-Apr,24-Apr,9-May,18-May,6-Jun,26-Jun,12-Jul,23-Jul,,,,,,,,
35,NC,,,17-Apr,30-Apr,17-May,3-Jun,12-Jun,19-Jun,30-Jun,14-Jul,,,,,,,,
35,ND,,,20-Apr,4-May,17-May,1-Jun,21-Jun,5-Jul,16-Jul,31-Jul,,,,,,,,
35,OH,,,13-Apr,24-Apr,1-May,15-May,27-May,14-Jun,28-Jun,17-Jul,,,,,,,,
35,OK,,,18-Apr,4-May,19-May,26-May,8-Jun,26-Jun,4-Jul,20-Jul,,,,,,,,
35,OR,,,11-Apr,29-Apr,10-May,25-May,6-Jun,17-Jun,24-Jun,1-Jul,,,,,,,,
35,PA,,,16-Apr,2-May,12-May,30-May,18-Jun,27-Jun,4-Jul,12-Jul,,,,,,,,
35,RI,,,15-Apr,2-May,13-May,20-May,30-May,9-Jun,22-Jun,1-Jul,,,,,,,,
35,SC,,,13-Apr,3-May,21-May,4-Jun,24-Jun,10-Jul,28-Jul,13-Aug,,,,,,,,
35,SD,,,12-Apr,27-Apr,9-May,23-May,3-Jun,12-Jun,26-Jun,11-Jul,,,,,,,,
35,TN,,,20-Apr,27-Apr,16-May,2-Jun,10-Jun,26-Jun,15-Jul,31-Jul,,,,,,,,
35,TX,,,11-Apr,30-Apr,14-May,28-May,17-Jun,27-Jun,10-Jul,21-Jul,,,,,,,,
35,UT,,,19-Apr,3-May,14-May,27-May,15-Jun,23-Jun,11-Jul,19-Jul,,,,,,,,
35,VT,,,9-Apr,24-Apr,13-May,28-May,12-Jun,28-Jun,13-Jul,29-Jul,,,,,,,,
35,VA,,,9-Apr,28-Apr,16-May,28-May,11-Jun,24-Jun,8-Jul,15-Jul,,,,,,,,
35,WA,,,8-Apr,22-Apr,8-May,27-May,3-Jun,10-Jun,23-Jun,30-Jun,,,,,,,,
35,WV,,,12-Apr,28-Apr,8-May,22-May,6-Jun,13-Jun,30-Jun,14-Jul,,,,,,,,
35,WI,,,21-Apr,1-May,14-May,24-May,4-Jun,23-Jun,10-Jul,26-Jul,,,,,,,,
35,WY,,,18-Apr,25-Apr,14-May,30-May,16-Jun,3-Jul,15-Jul,23-Jul,,,,,,,,
36,AL,,,9-Apr,19-Apr,3-May,15-May,22-May,5-Jun,14-Jun,25-Jun,,,,,,,,
36,AZ,,,10-Apr,27-Apr,17-May,1-Jun,11-Jun,23-Jun,7-Jul,23-Jul,,,,,,,,
36,AR,,,16-Apr,23-Apr,7-May,20-May,31-May,9-Jun,19-Jun,3-Jul,,,,,,,,
36,CA,,,10-Apr,19-Apr,4-May,16-May,30-May,16-Jun,29-Jun,7-Jul,,,,,,,,
36,CO,,,13-Apr,2-May,18-May,27-May,14-Jun,21-Jun,28-Jun,7-Jul,,,,,,,,
36,CT,,,14-Apr,22-Apr,5-May,20-May,1-Jun,18-Jun,1-Jul,10-Jul,,,,,,,,
36,DE,,,20-Apr,3-May,15-May,28-May,10-Jun,27-Jun,4-Jul,16-Jul,,,,,,,,
36,FL,,,16-Apr,25-Apr,14-May,1-Jun,15-Jun,24-Jun,6-Jul,21-Jul,,,,,,,,
36,GA,,,10-Apr,23-Apr,6-May,13-May,31-May,11-Jun,21-Jun,3-Jul,,,,,,,,
36,ID,,,15-Apr,24-Apr,7-May,24-May,9-Jun,21-Jun,9-Jul,20-Jul,,,,,,,,
36,IL,,,9-Apr,22-Apr,9-May,18-May,3-Jun,15-Jun,30-Jun,15-Jul,,,,,,,,
36,IN,,,16-Apr,2-May,19-May,29-May,11-Jun,28-Jun,10-Jul,28-Jul,,,,,,,,
36,IA,,,15-Apr,25-Apr,14-May,23-May,4-Jun,13-Jun,26-Jun,10-Jul,,,,,,,,
36,KS,,,15-Apr,30-Apr,13-May,2-Jun,12-Jun,2-Jul,17-Jul,30-Jul,,,,,,,,
36,KY,,,16-Apr,5-May,24-May,31-May,8-Jun,27-Jun,13-Jul,25-Jul,,,,,,,,
36,LA,,,12-Apr,19-Apr,26-Apr,15-May,25-May,4-Jun,21-Jun,29-Jun,,,,,,,,
36,ME,,,19-Apr,28-Apr,14-May,21-May,30-May,10-Jun,18-Jun,3-Jul,,,,,,,,
36,MD,,,13-Apr,22-Apr,3-May,18-May,26-May,12-Jun,19-Jun,3-Jul,,,,,,,,
36,MA,,,15-Apr,22-Apr,1-May,20-May,31-May,18-Jun,8-Jul,17-Jul,,,,,,,,
36,MI,,,10-Apr,25-Apr,6-May,24-May,4-Jun,14-Jun,2-Jul,11-Jul,,,,,,,,
36,MN,,,19-Apr,4-May,14-May,25-May,2-Jun,12-Jun,22-Jun,2-Jul,,,,,,,,
36,MS,,,8-Apr,17-Apr,28-Apr,5-May,15-May,26-May,7-Jun,25-Jun,,,,,,,,
36,MO,,,18-Apr,6-May,21-May,8-Jun,28-Jun,16-Jul,26-Jul,13-Aug,,,,,,,,
36,MT,,,12-Apr,21-Apr,2-May,18-May,29-May,10-Jun,21-Jun,6-Jul,,,,,,,,
36,NE,,,17-Apr,3-May,14-May,2-Jun,22-Jun,4-Jul,16-Jul,3-Aug,,,,,,,,
36,NV,,,13-Apr,20-Apr,1-May,14-May,22-May,9-Jun,19-Jun,6-Jul,,,,,,,,
36,NH,,,21-Apr,28-Apr,5-May,22-May,5-Jun,17-Jun,26-Jun,5-Jul,,,,,,,,
36,NJ,,,16-Apr,26-Apr,14-May,31-May,8-Jun,20-Jun,6-Jul,17-Jul,,,,,,,,
36,NM,,,11-Apr,18-Apr,4-May,19-May,27-May,3-Jun,22-Jun,11-Jul,,,,,,,,
36,NY,,,16-Apr,28-Apr,16-May,29-May,12-Jun,2-Jul,9-Jul,28-Jul,,,,,,,,
36,NC,,,14-Apr,2-May,14-May,1-Jun,18-Jun,3-Jul,23-Jul,3-Aug,,,,,,,,
36,ND,,,9-Apr,28-Apr,14-May,30-May,12-Jun,27-Jun,13-Jul,27-Jul,,,,,,,,
36,OH,,,19-Apr,5-May,23-May,11-Jun,21-Jun,1-Jul,18-Jul,1-Aug,,,,,,,,
36,OK,,,10-Apr,21-Apr,7-May,26-May,2-Jun,13-Jun,26-Jun,7-Jul,,,,,,,,
36,OR,,,18-Apr,8-May,21-May,1-Jun,8-Jun,19-Jun,29-Jun,14-Jul,,,,,,,,
36,PA,,,11-Apr,29-Apr,15-May,27-May,15-Jun,22-Jun,1-Jul,12-Jul,,,,,,,,
36,RI,,,16-Apr,23-Apr,30-Apr,20-May,7-Jun,16-Jun,29-Jun,17-Jul,,,,,,,,
36,SC,,,12-Apr,25-Apr,13-May,2-Jun,21-Jun,30-Jun,20-Jul,7-Aug,,,,,,,,
36,SD,,,17-Apr,29-Apr,8-May,25-May,6-Jun,24-Jun,3-Jul,19-Jul,,,,,,,,
36,TN,,,19-Apr,28-Apr,6-May,18-May,27-May,10-Jun,19-Jun,5-Jul,,,,,,,,
36,TX,,,21-Apr,10-May,19-May,4-Jun,22-Jun,9-Jul,21-Jul,10-Aug,,,,,,,,
36,UT,,,16-Apr,5-May,12-May,26-May,3-Jun,11-Jun,24-Jun,13-Jul,,,,,,,,
36,VT,,,17-Apr,24-Apr,4-May,23-May,3-Jun,15-Jun,27-Jun,12-Jul,,,,,,,,
36,VA,,,8-Apr,19-Apr,3-May,12-May,21-May,31-May,17-Jun,30-Jun,,,,,,,,
36,WA,,,13-Apr,23-Apr,6-May,14-May,28-May,12-Jun,25-Jun,8-Jul,,,,,,,,
36,WV,,,15-Apr,27-Apr,14-May,24-May,11-Jun,1-Jul,21-Jul,10-Aug,,,,,,,,
36,WI,,,10-Apr,19-Apr,9-May,23-May,2-Jun,12-Jun,27-Jun,12-Jul,,,,,,,,
36,WY,,,21-Apr,4-May,13-May,26-May,5-Jun,12-Jun,21-Jun,8-Jul,,,,,,,,
38,AL,,,20-Apr,4-May,24-May,4-Jun,11-Jun,30-Jun,18-Jul,25-Jul,,,,,,,,
38,AZ,,,14-Apr,30-Apr,11-May,28-May,15-Jun,1-Jul,9-Jul,29-Jul,,,,,,,,
38,AR,,,18-Apr,6-May,26-May,14-Jun,3-Jul,22-Jul,1-Aug,10-Aug,,,,,,,,
38,CA,,,8-Apr,19-Apr,1-May,16-May,2-Jun,14-Jun,24-Jun,13-Jul,,,,,,,,
38,CO,,,12-Apr,21-Apr,30-Apr,10-May,18-May,27-May,8-Jun,28-Jun,,,,,,,,
38,CT,,,8-Apr,27-Apr,10-May,25-May,2-Jun,12-Jun,27-Jun,15-Jul,,,,,,,,
38,DE,,,14-Apr,24-Apr,5-May,23-May,31-May,19-Jun,5-Jul,22-Jul,,,,,,,,
38,FL,,,12-Apr,19-Apr,29-Apr,11-May,31-May,10-Jun,26-Jun,9-Jul,,,,,,,,
38,GA,,,18-Apr,6-May,19-May,6-Jun,25-Jun,2-Jul,16-Jul,27-Jul,,,,,,,,
38,ID,,,11-Apr,1-May,8-May,16-May,1-Jun,12-Jun,26-Jun,13-Jul,,,,,,,,
38,IL,,,17-Apr,1-May,11-May,27-May,11-Jun,23-Jun,30-Jun,14-Jul,,,,,,,,
38,IN,,,9-Apr,21-Apr,2-May,12-May,22-May,30-May,16-Jun,1-Jul,,,,,,,,
38,IA,,,21-Apr,4-May,16-May,3-Jun,12-Jun,29-Jun,9-Jul,23-Jul,,,,,,,,
38,KS,,,9-Apr,29-Apr,9-May,23-May,7-Jun,21-Jun,28-Jun,6-Jul,,,,,,,,
38,KY,,,8-Apr,26-Apr,10-May,30-May,16-Jun,6-Jul,21-Jul,30-Jul,,,,,,,,
38,LA,,,15-Apr,4-May,15-May,28-May,6-Jun,20-Jun,28-Jun,13-Jul,,,,,,,,
38,ME,,,21-Apr,5-May,19-May,8-Jun,16-Jun,3-Jul,22-Jul,5-Aug,,,,,,,,
38,MD,,,14-Apr,27-Apr,14-May,3-Jun,19-Jun,9-Jul,24-Jul,13-Aug,,,,,,,,
38,MA,,,19-Apr,9-May,21-May,10-Jun,29-Jun,14-Jul,1-Aug,14-Aug,,,,,,,,
38,MI,,,10-Apr,19-Apr,6-May,19-May,2-Jun,15-Jun,27-Jun,4-Jul,,,,,,,,
38,MN,,,9-Apr,19-Apr,30-Apr,20-May,9-Jun,22-Jun,4-Jul,24-Jul,,,,,,,,
38,MS,,,20-Apr,10-May,22-May,1-Jun,20-Jun,7-Jul,15-Jul,30-Jul,,,,,,,,
38,MO,,,14-Apr,27-Apr,9-May,28-May,16-Jun,29-Jun,14-Jul,3-Aug,,,,,,,,
38,MT,,,9-Apr,25-Apr,9-May,22-May,9-Jun,28-Jun,6-Jul,20-Jul,,,,,,,,
38,NE,,,21-Apr,1-May,17-May,28-May,15-Jun,27-Jun,16-Jul,5-Aug,,,,,,,,
38,NV,,,17-Apr,26-Apr,11-May,23-May,31-May,18-Jun,2-Jul,13-Jul,,,,,,,,
38,NH,,,21-Apr,10-May,25-May,7-Jun,26-Jun,9-Jul,27-Jul,13-Aug,,,,,,,,
38,NJ,,,21-Apr,30-Apr,13-May,1-Jun,8-Jun,17-Jun,4-Jul,18-Jul,,,,,,,,
38,NM,,,8-Apr,20-Apr,8-May,20-May,31-May,10-Jun,23-Jun,9-Jul,,,,,,,,
38,NY,,,10-Apr,30-Apr,7-May,17-May,5-Jun,19-Jun,2-Jul,10-Jul,,,,,,,,
38,NC,,,14-Apr,24-Apr,4-May,20-May,31-May,20-Jun,29-Jun,6-Jul,,,,,,,,
38,ND,,,10-Apr,23-Apr,1-May,16-May,4-Jun,21-Jun,1-Jul,10-Jul,,,,,,,,
38,OH,,,8-Apr,15-Apr,28-Apr,6-May,26-May,4-Jun,24-Jun,6-Jul,,,,,,,,
38,OK,,,9-Apr,29-Apr,11-May,24-May,8-Jun,16-Jun,23-Jun,9-Jul,,,,,,,,
38,OR,,,16-Apr,6-May,25-May,7-Jun,26-Jun,7-Jul,19-Jul,4-Aug,,,,,,,,
38,PA,,,17-Apr,24-Apr,6-May,15-May,23-May,7-Jun,16-Jun,30-Jun,,,,,,,,
38,RI,,,21-Apr,10-May,25-May,8-Jun,26-Jun,11-Jul,25-Jul,4-Aug,,,,,,,,
38,SC,,,10-Apr,28-Apr,12-May,22-May,9-Jun,27-Jun,6-Jul,19-Jul,,,,,,,,
38,SD,,,14-Apr,26-Apr,5-May,20-May,29-May,18-Jun,4-Jul,20-Jul,,,,,,,,
38,TN,,,19-Apr,27-Apr,5-May,25-May,5-Jun,15-Jun,22-Jun,30-Jun,,,,,,,,
38,TX,,,20-Apr,30-Apr,9-May,21-May,31-May,8-Jun,17-Jun,5-Jul,,,,,,,,
38,UT,,,12-Apr,1-May,12-May,24-May,8-Jun,28-Jun,16-Jul,4-Aug,,,,,,,,
38,VT,,,10-Apr,24-Apr,14-May,26-May,8-Jun,27-Jun,7-Jul,20-Jul,,,,,,,,
38,VA,,,18-Apr,25-Apr,5-May,17-May,29-May,13-Jun,22-Jun,8-Jul,,,,,,,,
38,WA,,,12-Apr,19-Apr,1-May,20-May,30-May,13-Jun,27-Jun,17-Jul,,,,,,,,
38,WV,,,10-Apr,19-Apr,29-Apr,13-May,2-Jun,19-Jun,5-Jul,21-Jul,,,,,,,,
38,WI,,,14-Apr,30-Apr,8-May,19-May,30-May,6-Jun,26-Jun,9-Jul,,,,,,,,
38,WY,,,12-Apr,20-Apr,28-Apr,13-May,20-May,7-Jun,15-Jun,25-Jun,,,,,,,,
39,AL,,,20-Apr,29-Apr,13-May,23-May,2-Jun,11-Jun,28-Jun,13-Jul,,,,,,,,
39,AZ,,,9-Apr,26-Apr,16-May,23-May,30-May,13-Jun,3-Jul,14-Jul,,,,,,,,
39,AR,,,21-Apr,30-Apr,19-May,31-May,15-Jun,5-Jul,18-Jul,7-Aug,,,,,,,,
39,CA,,,13-Apr,1-May,21-May,29-May,14-Jun,2-Jul,21-Jul,30-Jul,,,,,,,,
39,CO,,,17-Apr,29-Apr,12-May,29-May,6-Jun,16-Jun,29-Jun,17-Jul,,,,,,,,
39,CT,,,9-Apr,17-Apr,3-May,11-May,28-May,15-Jun,22-Jun,5-Jul,,,,,,,,
39,DE,,,17-Apr,29-Apr,12-May,19-May,3-Jun,17-Jun,4-Jul,23-Jul,,,,,,,,
39,FL,,,15-Apr,26-Apr,15-May,22-May,1-Jun,9-Jun,21-Jun,1-Jul,,,,,,,,
39,GA,,,14-Apr,1-May,21-May,10-Jun,18-Jun,8-Jul,25-Jul,1-Aug,,,,,,,,
39,ID,,,9-Apr,17-Apr,24-Apr,5-May,12-May,31-May,20-Jun,4-Jul,,,,,,,,
39,IL,,,12-Apr,2-May,14-May,3-Jun,17-Jun,5-Jul,15-Jul,29-Jul,,,,,,,,
39,IN,,,9-Apr,16-Apr,30-Apr,10-May,29-May,15-Jun,3-Jul,15-Jul,,,,,,,,
39,IA,,,10-Apr,18-Apr,1-May,8-May,26-May,3-Jun,11-Jun,29-Jun,,,,,,,,
39,KS,,,18-Apr,1-May,18-May,30-May,17-Jun,30-Jun,17-Jul,2-Aug,,,,,,,,
39,KY,,,21-Apr,28-Apr,12-May,28-May,5-Jun,21-Jun,1-Jul,9-Jul,,,,,,,,
39,LA,,,8-Apr,19-Apr,5-May,13-May,1-Jun,9-Jun,28-Jun,7-Jul,,,,,,,,
39,ME,,,20-Apr,1-May,18-May,6-Jun,22-Jun,8-Jul,23-Jul,4-Aug,,,,,,,,
39,MD,,,16-Apr,3-May,23-May,9-Jun,23-Jun,4-Jul,17-Jul,31-Jul,,,,,,,,
39,MA,,,15-Apr,1-May,8-May,28-May,12-Jun,22-Jun,1-Jul,16-Jul,,,,,,,,
39,MI,,,18-Apr,6-May,25-May,2-Jun,10-Jun,25-Jun,10-Jul,20-Jul,,,,,,,,
39,MN,,,18-Apr,2-May,18-May,1-Jun,14-Jun,26-Jun,12-Jul,19-Jul,,,,,,,,
39,MS,,,15-Apr,3-May,23-May,11-Jun,25-Jun,7-Jul,15-Jul,1-Aug,,,,,,,,
39,MO,,,16-Apr,27-Apr,11-May,23-May,3-Jun,11-Jun,29-Jun,12-Jul,,,,,,,,
39,MT,,,18-Apr,3-May,15-May,3-Jun,21-Jun,4-Jul,17-Jul,29-Jul,,,,,,,,
39,NE,,,17-Apr,26-Apr,15-May,3-Jun,13-Jun,26-Jun,13-Jul,20-Jul,,,,,,,,
39,NV,,,15-Apr,26-Apr,4-May,17-May,29-May,17-Jun,7-Jul,25-Jul,,,,,,,,
39,NH,,,10-Apr,29-Apr,11-May,20-May,27-May,3-Jun,19-Jun,30-Jun,,,,,,,,
39,NJ,,,19-Apr,30-Apr,14-May,2-Jun,14-Jun,21-Jun,11-Jul,18-Jul,,,,,,,,
39,NM,,,20-Apr,2-May,13-May,30-May,8-Jun,27-Jun,12-Jul,23-Jul,,,,,,,,
39,NY,,,12-Apr,22-Apr,6-May,17-May,25-May,7-Jun,17-Jun,24-Jun,,,,,,,,
39,NC,,,13-Apr,2-May,16-May,2-Jun,22-Jun,1-Jul,20-Jul,6-Aug,,,,,,,,
39,ND,,,9-Apr,26-Apr,10-May,23-May,9-Jun,19-Jun,26-Jun,12-Jul,,,,,,,,
39,OH,,,15-Apr,26-Apr,16-May,26-May,2-Jun,13-Jun,28-Jun,6-Jul,,,,,,,,
39,OK,,,9-Apr,26-Apr,3-May,19-May,26-May,7-Jun,27-Jun,14-Jul,,,,,,,,
39,OR,,,19-Apr,9-May,18-May,1-Jun,13-Jun,1-Jul,15-Jul,27-Jul,,,,,,,,
39,PA,,,9-Apr,21-Apr,29-Apr,18-May,3-Jun,13-Jun,25-Jun,15-Jul,,,,,,,,
39,RI,,,10-Apr,28-Apr,6-May,22-May,8-Jun,24-Jun,8-Jul,20-Jul,,,,,,,,
39,SC,,,19-Apr,3-May,14-May,3-Jun,15-Jun,23-Jun,5-Jul,15-Jul,,,,,,,,
39,SD,,,12-Apr,22-Apr,29-Apr,8-May,27-May,8-Jun,27-Jun,8-Jul,,,,,,,,
39,TN,,,20-Apr,9-May,27-May,6-Jun,23-Jun,8-Jul,25-Jul,7-Aug,,,,,,,,
39,TX,,,8-Apr,24-Apr,2-May,19-May,6-Jun,18-Jun,2-Jul,16-Jul,,,,,,,,
39,UT,,,21-Apr,11-May,30-May,6-Jun,13-Jun,2-Jul,9-Jul,16-Jul,,,,,,,,
39,VT,,,10-Apr,26-Apr,14-May,22-May,2-Jun,12-Jun,20-Jun,6-Jul,,,,,,,,
39,VA,,,19-Apr,29-Apr,14-May,30-May,17-Jun,28-Jun,8-Jul,19-Jul,,,,,,,,
39,WA,,,10-Apr,29-Apr,11-May,31-May,11-Jun,26-Jun,14-Jul,30-Jul,,,,,,,,
39,WV,,,12-Apr,26-Apr,9-May,21-May,28-May,4-Jun,13-Jun,22-Jun,,,,,,,,
39,WI,,,14-Apr,4-May,13-May,26-May,5-Jun,19-Jun,29-Jun,7-Jul,,,,,,,,
39,WY,,,12-Apr,1-May,12-May,24-May,8-Jun,19-Jun,1-Jul,15-Jul,,,,,,,,
41,AL,,,8-Apr,24-Apr,3-May,19-May,2-Jun,16-Jun,2-Jul,22-Jul,,,,,,,,
41,AZ,,,11-Apr,21-Apr,1-May,21-May,28-May,11-Jun,25-Jun,11-Jul,,,,,,,,
41,AR,,,16-Apr,5-May,24-May,5-Jun,18-Jun,7-Jul,23-Jul,12-Aug,,,,,,,,
41,CA,,,15-Apr,1-May,20-May,30-May,13-Jun,20-Jun,6-Jul,16-Jul,,,,,,,,
41,CO,,,17-Apr,26-Apr,3-May,23-May,10-Jun,23-Jun,13-Jul,1-Aug,,,,,,,,
41,CT,,,15-Apr,24-Apr,11-May,21-May,28-May,17-Jun,27-Jun,15-Jul,,,,,,,,
41,DE,,,13-Apr,25-Apr,9-May,16-May,28-May,13-Jun,24-Jun,1-Jul,,,,,,,,
41,FL,,,13-Apr,28-Apr,16-May,25-May,11-Jun,28-Jun,15-Jul,3-Aug,,,,,,,,
41,GA,,,11-Apr,24-Apr,9-May,20-May,5-Jun,18-Jun,2-Jul,17-Jul,,,,,,,,
41,ID,,,9-Apr,23-Apr,13-May,26-May,7-Jun,15-Jun,27-Jun,6-Jul,,,,,,,,
41,IL,,,17-Apr,7-May,26-May,10-Jun,28-Jun,7-Jul,20-Jul,4-Aug,,,,,,,,
41,IN,,,19-Apr,30-Apr,14-May,31-May,18-Jun,29-Jun,9-Jul,19-Jul,,,,,,,,
41,IA,,,21-Apr,1-May,11-May,31-May,9-Jun,18-Jun,29-Jun,11-Jul,,,,,,,,
41,KS,,,16-Apr,27-Apr,10-May,19-May,5-Jun,12-Jun,20-Jun,10-Jul,,,,,,,,
41,KY,,,16-Apr,4-May,17-May,24-May,31-May,12-Jun,26-Jun,14-Jul,,,,,,,,
41,LA,,,9-Apr,17-Apr,26-Apr,4-May,18-May,4-Jun,19-Jun,30-Jun,,,,,,,,
41,ME,,,21-Apr,10-May,17-May,6-Jun,14-Jun,21-Jun,11-Jul,25-Jul,,,,,,,,
41,MD,,,21-Apr,1-May,14-May,3-Jun,21-Jun,7-Jul,21-Jul,4-Aug,,,,,,,,
41,MA,,,13-Apr,29-Apr,15-May,1-Jun,14-Jun,30-Jun,8-Jul,18-Jul,,,,,,,,
41,MI,,,11-Apr,24-Apr,4-May,11-May,28-May,10-Jun,28-Jun,14-Jul,,,,,,,,
41,MN,,,18-Apr,2-May,20-May,5-Jun,15-Jun,26-Jun,15-Jul,22-Jul,,,,,,,,
41,MS,,,10-Apr,21-Apr,3-May,18-May,29-May,10-Jun,30-Jun,14-Jul,,,,,,,,
41,MO,,,21-Apr,11-May,19-May,31-May,10-Jun,28-Jun,12-Jul,20-Jul,,,,,,,,
41,MT,,,9-Apr,17-Apr,28-Apr,16-May,4-Jun,16-Jun,26-Jun,14-Jul,,,,,,,,
41,NE,,,10-Apr,19-Apr,2-May,16-May,3-Jun,22-Jun,8-Jul,28-Jul,,,,,,,,
